Product,Product Category,Product Group,Concentration_sq_Sum,TPSA_weighted_Sum,InactiveAidCount_weighted_Sum,HydrogenBondDonorCount_weighted_Sum,TautomerCount_weighted_Sum,BondChiralCount_weighted_Sum,ActiveAidCount_weighted_Sum,IsotopeAtomCount_weighted_Sum,HydrogenBondAcceptorCount_weighted_Sum,XLogP_weighted_Sum,BondChiralUndefCount_weighted_Sum,TotalAidCount_weighted_Sum,MolecularWeight_weighted_Sum,BondChiralDefCount_weighted_Sum,TotalFormalCharge_weighted_Sum,Complexity_weighted_Sum,AtomChiralDefCount_weighted_Sum,AtomChiralUndefCount_weighted_Sum,AtomChiralCount_weighted_Sum,RotatableBondCount_weighted_Sum,CovalentUnitCount_weighted_Sum,HeavyAtomCount_weighted_Sum,Final_Count,Initial_Count,Inclusion_Rate
"Pistacia atlantica, OLEORESIN ESS. OIL",Pistacia atlantica,Miscellaneous,6975282500,4002590,19991800,99350,256350,57200,111000,0,230750,627100,0,21389800,37831973.15,57200,0,47035350,92000,272400,364400,447450,243350,2738250,19,27,0.7037037037
"Pistacia palaestina, FRUIT OIL",Pistacia palaestina (Pistacia terebinthus L.),Miscellaneous,52798500000,957700,8297500,39500,350500,53000,147000,0,51500,1088750,0,9847500,50152371.5,53000,0,62480200,26500,529000,555500,384000,346500,3652500,12,29,0.4137931034
"Pistacia palaestina, GALL OIL",Pistacia palaestina (Pistacia terebinthus L.),Miscellaneous,60520000000,955500,16172000,46000,366000,0,258000,0,48000,1117900,0,17962000,50748370,0,0,63799200,0,596000,596000,361000,366000,3710000,10,24,0.4166666667
"Pistacia palaestina, LEAF OIL",Pistacia palaestina (Pistacia terebinthus L.),Miscellaneous,2420000000,800800,8142000,22000,109000,20000,114000,0,47000,332800,5000,8604000,15561578,15000,0,18330300,38000,102000,140000,138000,106000,1132000,13,31,0.4193548387
TURPENTINE (Pistacia terebinthus) FLOWER OIL,TURPENTINE OIL (Pistacia terebinthus),Miscellaneous,51256000000,1804100,20531000,72000,449000,401000,289000,0,112000,1585400,0,22130000,79811507,401000,0,99810000,309000,234000,543000,447000,441000,5727000,23,53,0.4339622642
TURPENTINE (Pistacia terebinthus) FRUIT OIL,TURPENTINE OIL (Pistacia terebinthus),Miscellaneous,119531500000,744800,64480500,30500,527500,84000,715000,0,40500,1709350,0,66066500,73562160,84000,0,90261000,86500,411000,497500,439000,509000,5382000,22,53,0.4150943396
TURPENTINE (Pistacia terebinthus) LEAF OIL,TURPENTINE OIL (Pistacia terebinthus),Miscellaneous,42952250000,14847900,84594500,456000,1338000,159000,2539000,0,905000,3143500,113000,102630500,166037004.5,46000,0,175781050,346500,758500,1105000,4119500,865500,11871000,78,126,0.619047619
TURPENTINE (Pistacia terebinthus) TWIG OIL,TURPENTINE OIL (Pistacia terebinthus),Miscellaneous,45178250000,10363100,48105000,281000,1177500,108000,1383000,0,638500,2098600,2000,54014000,125262510.5,106000,0,154262700,507500,808500,1316000,1013500,743500,9087000,42,83,0.5060240964
ALMOND (roasted) (Prunus amygdalus),,Nuts,1413.5,2633.750026,6818.500032,35.5,119.000001,0,164.000001,0,167.000002,52.0500008,0,7587.500035,9396.937134,0,0,6937.500124,0,0.000001,0.000001,69.5,83.000001,681.50001,11,22,0.5
CANDLENUT (Aleurites moluccana),,Nuts,49129,11314,7920,0,247,0,440,0,1015,466.6,0,12594,51740.867,0,0,68758,0,0,0,521,247,3759,2,3,0.6666666667
CASHEW NUT (raw),CASHEW NUT (Anacardium occidentale),Nuts,1027.66,1645.94,6991.8,15.9,131.5,32.3,50.6,0,102.8,170.57,1.1,7508.8,9806.538,31.2,0,6906.9,0,0,0,354.8,69.6,692.6,21,26,0.8076923077
CASHEW NUT (roasted),CASHEW NUT (Anacardium occidentale),Nuts,2419.055,5051.77,20785.9,55.05,280.2,36.55,222,0,332.9,416.34,8.55,22614.25,26414.75805,28,0,17760.17,0,0,0,769.2,187.4,1891.3,28,34,0.8235294118
COCONUT (roasted),COCONUT (Cocos nucifera L.),Nuts,2322.425031,7005.500347,17678.10261,92.0000085,377.2000125,24.5000025,283.000041,0,463.500019,535.5200491,21.000002,19617.50287,35917.07486,3.5000005,0,23869.96639,0,32,32,1050.550098,250.000011,2567.700145,61,78,0.7820512821
COCONUT MEAT,COCONUT (Cocos nucifera L.),Nuts,1472.750007,3146.850419,21479.00358,66.500011,153.5000125,8.000004,107.0000715,0,190.5000225,419.2000548,8.000002,22377.00399,20001.21932,0.000002,0,11735.00168,0,25.5,25.5,873.000113,124.5000115,1394.500163,33,56,0.5892857143
COCONUT OIL,COCONUT (Cocos nucifera L.),Nuts,31778.48,5936.5,15616.9,4.3,1016.4,0,311.65,0,346.8,1560.37,0,16935,62193.37445,0,0,39903.225,0,0,0,3011.1,344.2,4385.1,44,51,0.862745098
"FILBERT, HAZELNUT (raw)","FILBERT, HAZELNUT (Corylus avellano)",Nuts,0.04,3.7,6.8,0,0.2,0,0,0,0.4,0.44,0,7,27.6328,0,0,16.66,0,0,0,0.4,0.2,2,1,4,0.25
MACADAMIA NUT (raw) (Macadamia integrifolia),MACADAMIA NUT (Macadamia integrifolia),Nuts,252.9603,189.101,4335.33,2.85,27.13,0.38,54.97,0,11.82,84.813,0.06,4521.32,3609.51269,0.32,0,3622.873,0.15,17.63,17.78,61.97,25.31,262.24,81,111,0.7297297297
PEANUT (raw),PEANUT (Arachis hypogaea L.),Nuts,0.1612578428,18.5492934,45.0055335,0,2.06751,0.261002,1.423003,0,1.084754,2.98880965,0.070001,56.1455465,139.1696183,0.191001,0,74.4437815,0,0,0,6.201519,1.084754,9.806785,36,75,0.48
PEANUT (roasted),PEANUT (Arachis hypogaea L.),Nuts,163.2894019,577.1666684,633.88755,0.425,32.4020115,1.7810025,18.3235025,0,42.371004,20.91431375,0.4220005,739.315063,2592.864954,1.359002,0,1504.43752,0,0.027,0.027,24.6895265,24.674004,189.592543,63,319,0.197492163
PEANUT OIL,PEANUT (Arachis hypogaea L.),Nuts,5.6066,51.434,814.79,2.36,2.83,0,2.58,0,2.58,3.673,0,822.89,309.92121,0,0,162.703,0,0,0,5.54,2.58,22.75,3,97,0.03092783505
PISTACHIO NUT (raw) (Pistacia vera),PISTACHIO NUT (Pistacia vera),Nuts,10.4589,74.8,971.62,0.52,10.15,0,16.66,0,4.28,7.806,0,1948.16,551.6931,0,0,389.586,0,0.54,0.54,3.98,6.55,39.44,9,10,0.9
WALNUT KERNEL (Juglans regia L.),WALNUT (Juglans species),Nuts,131822.02,43759.56,55591.2,1157.9,9801.3,22.9,23775.6,0,2728.5,624.63,18.5,102956.3,114041.0425,4.4,0,137337.8,0,72,72,1141.5,545.6,8178.5,9,113,0.0796460177
WALNUT PELLICLE (Juglans regia L.),WALNUT (Juglans species),Nuts,112882233,1231974.4,1483086,32563,231084,985,595960,0,76988,18066.6,489,2706792,3234738.118,496,0,3807987,0,1868,1868,34359,15759,231790,9,9,1
CLAM,,Seafood,0.0468864925,32.85612,145.332,0.64425,2.52975,0.339,3.9073,0,1.82795,3.7476,0.071,182.8611,207.4150691,0.268,0,143.88046,0.09,0.24265,0.33265,6.5358,1.42265,14.22415,80,163,0.490797546
CRAB,,Seafood,4008880,209697.2,257216,5622,5966,15228,10421,0,11246,35698.6,14918,354517,1620585.025,310,0,1708573,0,0,0,78216,5606,116166,19,101,0.1881188119
KATSUOBUSHI (dried bonito),,Seafood,8823.515625,8112.4625,57130.275,287.65,963.7,0,1522.75,0,457.2,343.4275,0,65190.025,32798.95718,0,0,21042.0075,0,0,0,312.1,264.225,2375.65,17,342,0.04970760234
"KELP (Laminaria angustata, brown algae)",,Seafood,367.2507,1433.475,9211.18,37.24,68.77,28.42,152.35,0,79.09,202.283,19.65,10136.31,10371.46144,8.77,0,9142.736,1.68,55.7,57.38,423.01,60.53,740.48,33,37,0.8918918919
KRILL,,Seafood,0.519957,69.1497,100.151,0.45,3.028,0.175,1.702,0,4.155,3.1318,0.14,112.059,272.808073,0.035,0.02,190.6215,0.08,0.717,0.797,1.888,2.091,18.619,38,148,0.2567567568
LOBSTER,,Seafood,0.000049,0.3542,0,0,0.007,0,0,0,0.014,0.0112,0,0,0.757582,0,0,0.0868,0,0,0,0.014,0.007,0.035,1,1,1
MUSSEL,,Seafood,9712.2031,3488.203,23078.93,11.18,139.87,13.5,327.45,0,252.08,109.255,1.84,27499.58,12039.96263,11.66,0,6667.625,0,0.27,0.27,256.67,139.37,827.57,35,41,0.8536585366
OYSTERS,,Seafood,0.0390618125,12.4446,28.00975,0.4235,0.54675,0.345,0.56975,0,0.6185,0.7671,0.22,97.045,56.04788875,0.125,0,34.1561,0,0.09,0.09,1.52675,0.51975,3.8215,26,48,0.5416666667
PRAWN,,Seafood,0.1164459825,14.1099601,75.510053,0.6922505,1.611701,0,2.8545505,0,0.6972505,2.2635113,0,88.2682195,167.1119905,0,0,60.68473845,0,0,0,0.005,0.6947505,6.147204,6,6,1
SQUID,,Seafood,1867735592,793918.2335,59754.345,654.56,44898.99,0,333.24,0,44910.73,-12778.1775,0,77021.625,3337211.822,0,0,1238124.362,0,0,0,71.38,44889.415,222230.12,8,75,0.1066666667
SHRIMPS (cooked fermented),SHRIMPS,Seafood,86.69490027,666.1390584,857.990221,6.7200005,25.490006,0.24,32.5900135,0,44.8700045,23.52800855,0,1024.260305,2681.766414,0.24,0.04,1731.355365,0.160001,2.5,2.660001,15.610007,22.8100045,191.480041,28,46,0.6086956522
SHRIMPS (cooked),SHRIMPS,Seafood,153.1262902,398.3407652,69.0818685,6.435502,20.3553625,0.357,4.9439625,0,29.270259,38.3923457,0.004,93.1745975,2752.760046,0.353,0.3,1912.947299,12.721,9.122702,21.843702,27.2903615,17.616359,188.658675,69,187,0.3689839572
SHRIMPS (raw),SHRIMPS,Seafood,681357,95077.2,129059,2558,3378,6561,4476,0,5075,16113.6,6379,166398,729095.724,182,0,765982,0,0,0,34968,2517,52253,16,74,0.2162162162
ANISE (Pimpinella anisum L.),,Spices & Condiments,735156970000,10458715,109281350,11750,1067800,886200,308450,0,1060350,3168130,27300,129813600,146958200.1,858900,0,123475660,4200,60050,64250,2067650,974000,10884400,25,44,0.5681818182
ASHANTI PEPPER (Piper guineense Schum and Thom),,Spices & Condiments,61273880000,12983780,130449200,81200,638500,59400,830900,0,1306700,2001090,11100,146314900,120050649.9,48300,0,131520780,190900,215700,406600,1645200,629000,8753400,29,59,0.4915254237
CALABASH NUTMEG (Monodora myristica Dunal),,Spices & Condiments,15550650000,2444420,41850100,108400,596700,2300,359800,0,129900,944110,0,45990500,40620927.3,2300,0,36543060,28600,154400,183000,423000,290500,2956100,30,56,0.5357142857
CARDAMOM (Ellettaria cardamomum Maton.),,Spices & Condiments,129088350000,8705000.001,223716600,251950,836800.0001,58700.00001,3660300,0,606050,2494940,32900.00001,288592550,126810739.4,25800,0,129660120,26650,400400,427050,1115600,832300,9148400.001,82,156,0.5256410256
CORIANDER LEAF (Coriandrum sativum L.),,Spices & Condiments,638010500000,31920350,469695500,764500,2075000,745500,1661500,0,1735500,5975100,633000,504639500,279868868.5,112500,0,231209450,9000,949500,958500,9786500,1800000,19939000,40,86,0.4651162791
CORIANDER SEED (Coriandrum sativum L.),,Spices & Condiments,389413830000,15682890,425502850,678850,1010750,72300,1469650,0,816800,2659140,34800,455592700,141637790.8,37500,0,144877895,30450,821750,852200,3011100,938400,10136100,25,122,0.2049180328
CUMIN SEED (Cuminum cyminum L.),,Spices & Condiments,206165105000,11990565,14421000,19300,1896500,0,259000,0,697750,1938065,0,15944050,116528370.6,0,0,130835195,0,23100.00001,23100.00001,1481900,788500,8581700,21,35,0.6
EUCALYPTUS OIL (Eucalyptus globulus Labill),,Spices & Condiments,557335852500,8720775,497423250,50500,926400,22700,8252500,0,855200,2374240,9700,660314950,140431506.2,13000,0,152672540,85400.00001,193100,278500,290100,896950,10043000,49,134,0.3656716418
LAUREL (Laurus nobilis L.),,Spices & Condiments,189898275000,10573330,393821500,234600,960900,10350,5691300,0,836050,2579530,3000,497622950,142717671.6,7350,0,148308250,137700,434250,571950,1525950,901900,10238100,38,142,0.2676056338
LEMON BALM (Melissa officinalis L.),,Spices & Condiments,53190000000,13174600,93613500,198000,2009500,148500,1231500,0,802000,1999950,82500,110140000,111445297.5,66000,0,112926550,40000,457000,497000,2125000,738000,8030500,41,190,0.2157894737
LICORICE (Glycyrrhiza glabra L.),,Spices & Condiments,22559.6062,8342.06625,30695.26173,221.290006,304.570025,7.7,967.330016,0,453.270014,592.6561433,3.9,38636.2319,33182.60794,3.8,0,21485.27234,0,10.58,10.58,1130.100239,254.480021,2313.750322,75,160,0.46875
MACE (Myristica fragrans Houttuyn),,Spices & Condiments,40307965000,5134800,38687000,153000,432200,1000.000004,558850,0,372650,1173175,0.000001,46986000,65725661.5,1000.000003,0,75492600,4000.000002,459000,463000,568650,431200,4766900,34,85,0.4
MUSTARD (Brassica species),,Spices & Condiments,35771000000,9539300,29827000,45000,445000,2000.000001,406000,0,474000,571400,2000.000001,31935000,38059367,0,0,27477700,0,5000,5000,941000,385000,2711000,27,76,0.3552631579
NUTMEG (Myristica fragrans Houttuyn),,Spices & Condiments,127752261968,6374880.62,117680731.6,128109.4,849609.4,9000.000006,1097203.4,0,512218.8,2416907.86,7000.000002,134461486.8,119748344,2000.000004,0,140440777.6,11000,1025000,1036000,1142109.4,806609.4,8727484.6,47,121,0.3884297521
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,316057575000,17278020,194740550,827600,7172700,500,6893550,0,869600,3006520,0,274689900,140502909.1,500,0,115809090,42150,78800.00001,120950,1024550,939200,10280300,22,104,0.2115384615
PEPPER (Piper nigrum L.),,Spices & Condiments,35323075538,3911709.5,52791027.5,74047.5,582935,133000,2552205,0,255547.5,1675847,34500,64182710,82490566,98500,0,103372632.5,34500,653477.5,687977.5,632935,515935,6041897.5,30,273,0.1098901099
ROSEMARY (Rosmarinus officinalis L.),,Spices & Condiments,143520605000,12791145,338205350,170100,1397000,15500,3730750,0,884050,2467700,12700,410266000,143673726,2800,0,174039560,297650,948950,1246600,595400,929600,10326850,52,123,0.4227642276
SAFFRON (Crocus sativus L.),,Spices & Condiments,4592449,36645.3,72862,0,8572,0,0,0,2143,4500.3,0,75005,321917.174,0,0,495033,0,0,0,2143,2143,23573,1,31,0.03225806452
TARRAGON (Artemisia dracunculus L.),,Spices & Condiments,211517075000,7223325,328541750,16900,808600,7000,5080100,0,747600,2502870,2500,346910500,121347634.2,4500,0,113454610,0,451150,451150,2117750,799800,8929400,19,40,0.475
VINEGAR,,Spices & Condiments,3513254213,2949787.756,4110546.16,81156.75,92294.78,0,384499.76,0,158117.72,-8939.268,0,17541082.72,5211798.923,0,0,2661000.59,0,5884,5884,20616.76,81987.86,348501.16,19,83,0.2289156627
WORMWOOD OIL (Artemisia absinthium L.),,Spices & Condiments,360330672500,46989325,129657650,1123250,2524950,364050,1476950,0,2998150,5171100,264350,153474100,368682243.5,99700,0,449697595,733900,2961600,3695500,5230200,2446150,26164450,97,171,0.567251462
ANISE HYSSOP (Agastache foeniculum (Pursh) Kuntze),AGASTACHE SPECIES,Spices & Condiments,565261000000,7836300,450101000,27000,981000,77000,6956000,0,801000,3125500,2000,471575000,138375273,75000,0,117627500,64000,126000,190000,2446000,921000,10234000,20,43,0.4651162791
CHEKUR (Alpinia sessilis = Kaempferia galanga),ALPINIA SPECIES,Spices & Condiments,306559130000,24115580,55221200,33300,955600,680600,2446000,0,1986800,3221150,164700,72948600,178548696.5,515900,0,172679280,81600,76400,158000,4531400,927900,12955900,28,36,0.7777777778
SMALLER GALANGA (Alpinia officinarum Hance),ALPINIA SPECIES,Spices & Condiments,250141110000,5088140,338753000,3200,633100,0,5562400,0,531200,1661360,0,447559200,94618463.6,0,0,102516500,10200,163700,173900,111900,623100,6781100,12,48,0.25
ANGELICA ROOT OIL,ANGELICA (Angelica archangelica L.),Spices & Condiments,21192325000,2783580,31144700,60100,503650,13300,845850,0,172950,1317805,0,33519200,61145732.3,13300,0,69832630,54450,477950,532400,393650,412500,4468600,38,87,0.4367816092
ANGELICA SEED OIL,ANGELICA (Angelica archangelica L.),Spices & Condiments,149847240000,0,63879200,0,401800,0,774000,0,0,1369560,0,64672400,54724306,0,0,65053640,0,401400,401400,397400,401800,4018000,5,25,0.2
CALAMUS (ASIAN ORIGIN),CALAMUS (sweet flag) (Acorus calamus L.),Spices & Condiments,1981910000,1502750,14225200,54500,106500,3000,223600,0,121300,127250,0,15630900,10240312.1,3000,0,8464340,19800,4000,23800,153500,90900,674100,33,72,0.4583333333
CALAMUS (EUROPEAN ORIGIN),CALAMUS (sweet flag) (Acorus calamus L.),Spices & Condiments,4719050000,5294470,34144400,164800,465800,16700,551400,0,302500,568400,7800,38598500,39931607.2,8900.000002,0,49288760,287400,164600,452000,275800,214700,2878600,46,165,0.2787878788
CALAMUS (NORTH AMERICAN ORIGIN),CALAMUS (sweet flag) (Acorus calamus L.),Spices & Condiments,61750000000,13470500,60000.00007,95000,3160000,240000,0,0,785000,1155500,0,185000.0001,91699785,240000,0,129920000,805000,320000,1125000,490000,390000,6610000,6,21,0.2857142857
GERMAN CAMOMILE OIL (Matricaria chamomilla L.),CAMOMILE,Spices & Condiments,25528339000,2782408,7507040,64800,441840,143500,265330,0,205080,1473152,100300,8992360,71027746.22,43200,0,92077150,50300,432730,483030,543300,368520,5208780,30,71,0.4225352113
ROMAN CAMOMILE OIL (Anthemis nobilis L.),CAMOMILE,Spices & Condiments,169209275000,23658130,14738200,31300,977200,685250,96400,0,1777200,2640295,577950,15214500,148997241.4,107300,0,152290340,0,281700,281700,3830000,936100,10521300,35,135,0.2592592593
CARAWAY HERB,CARAWAY (Carum carvi L.),Spices & Condiments,991562250000,10012050,95013500,0,3923500,1591000,450000,0,585500,5891750,7000,97790000,280535648.5,1584000,0,377547200,779500,803500,1583000,1625000,1602500,20574000,9,20,0.45
CARAWAY ROOT,CARAWAY (Carum carvi L.),Spices & Condiments,146268250000,6138900,8352000,0,989500,940000,171000,0,359000,2837650,143000,9070000,132281297.5,797000,0,143799100,100500,2000.000001,102500,2448500,760500,9573500,9,18,0.5
CARAWAY SEED,CARAWAY (Carum carvi L.),Spices & Condiments,803309512500,20324650,460012850,53400,5992300,0,2127350,0,1192350,4398790,0,469822850,240389179.3,0,0,334402830,562200,1142000,1704200,1673400,1634750,17603100,22,52,0.4230769231
CURCUMA AERUGINOSA ROXB.,CURCUMA SPECIES,Spices & Condiments,33395500000,11734700,84413000,174000,22543000,170000,919000,0,738500,1601450,40000,100504000,109442908,130000,0,160178200,743000,251500,994500,423000,580000,7895500,25,39,0.641025641
CURCUMA CAESIA ROXB.,CURCUMA SPECIES,Spices & Condiments,25275225,143927,4255840,4110,13355,0,26740,0,8300,32738,0,4799930,1724756.795,0,0,1925390,3150,10945,14095,21140,10525,124675,5,7,0.7142857143
CURCUMA HEYNEANA VAL.,CURCUMA SPECIES,Spices & Condiments,30661500000,10410500,71465000,149000,21718000,118000,991000,0,683000,1404900,16000,88367500,95811362.5,102000,0,140043800,603000,162500,765500,532500,502000,6912500,24,36,0.6666666667
TEMOE LAWAK (Curcuma xanthorrhiza Roxb.),CURCUMA SPECIES,Spices & Condiments,59914621600,5100754,12410260,130685,2009725,74000,76130,0,295360,2255153.5,74000,17233850,97842752.31,0,0,111321720,222690,301980,524670,1508420,477760,7199460,21,49,0.4285714286
TURMERIC (Curcuma longa L.= C. domestica Val.),CURCUMA SPECIES,Spices & Condiments,39128045031,2338527.5,1166470,158675,871617.5,1000,7000,0,135650,730208.5,1000,2214060,37063886.14,0,0,36512080,134750,14220,148970,579930,298267.5,2483100,12,40,0.3
"TURMERIC, WILD (Curcuma aromatica Salisb.)",CURCUMA SPECIES,Spices & Condiments,46788410200,9405134,16554950,193200,2435980,92350,101580,0,612190,2255041,84500,22628390,111173629.3,7850,0,136797040,309130,201480,510610,1706990,500640,8176290,24,43,0.5581395349
DILL BLOSSOM (Anethum graveolens L.),DILL (Anethum species),Spices & Condiments,458190.12,14926.93007,71146.3,4.300002,3938.700009,39.8,26.4,0,881.700004,5009.400004,3.2,74255,207382.0609,36.6,0,231003.2004,19.1,744.800002,763.900002,6651.000003,971.800002,14967.10002,23,39,0.5897435897
DILL HERB (Anethum graveolens L.),DILL (Anethum species),Spices & Condiments,2148.264003,1515.762009,21008.5201,10.325,131.610005,7.955,126.310003,0,146.4750005,377.0165088,1.47,21890.23011,18235.31424,6.485,0,17766.26356,0.51,40.5850045,41.0950045,270.4950015,114.420003,1327.880031,81,135,0.6
DILL ROOT (Anethum graveolens L.),DILL (Anethum species),Spices & Condiments,344718.75,35331.05009,154818.0001,0,1452.500012,5.000002,1034.500002,0,3577.500007,4099.95001,5.000001,162508.0001,275338.1921,0.000001,0,327891.3011,455,105.0000045,560.0000045,3945.500006,1438.500004,19946.00005,15,38,0.3947368421
DILL SEED (Anethum graveolens L.),DILL (Anethum species),Spices & Condiments,801291767144,15827515.2,505801152,0,4557448,0,1795044,0,939652,2216651.2,0,515731650,138843378.9,0,0,205279468,895000,18380,913380,943924,921016,10165084,6,57,0.1052631579
INDIAN DILL ROOT (Anethum sowa Roxb.),DILL (Anethum species),Spices & Condiments,35301,6601.3,0,0,253,1,0,0,502,725.7,1,0,48415.018,0,0,71575,330,0,330,752,251,3514,3,4,0.75
INDIAN DILL SEED (Anethum sowa Roxb.),DILL (Anethum species),Spices & Condiments,590101200,794925,3404655,0.000002,120060,0,14040.00001,0,69075,107370,0,3531735.001,6774624.945,0,0,8688744,0,27540,27540,75915,39960,492975,8,21,0.380952381
BITTER FENNEL (var. vulgare (Miller)),"FENNEL (Foeniculum vulg., ssp. capillaceum; var.)",Spices & Condiments,893663097500,16024700,171911700,13150,1710500,1297150,1131600,0,1580200,5473940,742750,190592700,251891626.3,554400,0,227180590,0,460300,460300,2997100,1708150,18623700,19,37,0.5135135135
SWEET FENNEL (var. dulce (Miller)),"FENNEL (Foeniculum vulg., ssp. capillaceum; var.)",Spices & Condiments,574338532500,9239820,129372900,3750,1036750,761300,657100,0,914100,3313315,17350,148556350,151843313.5,743950,0,138804360,2600,313150,315750,1781300,1032150,11224500,22,39,0.5641025641
VEGETABLE FENNEL (var. azoricum (Miller)),"FENNEL (Foeniculum vulg., ssp. capillaceum; var.)",Spices & Condiments,684742085000,9220425,116283050,1750,989750,831450,427700,0,941350,3195125,8400,135943200,145948732.7,823050,0,127277490,0.000002,180050,180050,1828050,987800,10806350,17,25,0.68
CYMBOPOGON CITRATUS OIL,LEMON GRASS OIL,Spices & Condiments,10356412500,5738095,40735250,58300,339600,185400,104600,0,394150,871190,131100,42162350,46960628.85,54300,0,51961900,7400.000001,107950,115350,1320850,261350,3350450,18,34,0.5294117647
CYMBOPOGON FLEXUOSUS OIL,LEMON GRASS OIL,Spices & Condiments,2823580000,1949680,22982000,55300,151900,61400,75900,0,113000,354350,41900,23838600,18226246.7,19500,0,18713170,0,55600,55600,442300,118200,1304700,9,42,0.2142857143
LOVAGE LEAF,LOVAGE (Levisticum officinale Koch),Spices & Condiments,11393110000,4348025,9740700,22100,670100,159550,275000,0,318800,641480,85000,13597050,36664034,74550,0,52192700,5600.000001,30500,36100,367850,206300,2706500,13,104,0.125
LOVAGE ROOT,LOVAGE (Levisticum officinale Koch),Spices & Condiments,499122672500,45070435,44641700,475900,3839650,1123400,1250200,0,3003450,3216200,851750,58286550,265028074.6,271650,0,408092660,0,126550,126550,2898500,1565750,19415900,23,96,0.2395833333
LOVAGE SEED,LOVAGE (Levisticum officinale Koch),Spices & Condiments,13755477500,5263700,6399150,1400,648450,198100,128200,0,398900,745280,137500,8170100,44420141.1,60600,0,69106120,0,58200,58200,446900,248650,3279000,17,58,0.2931034483
CORNMINT OIL (Mentha arvensis L. var. piperascens),MENTHA OILS,Spices & Condiments,531303125000,35638250,319604400,902150,4356900,224950,2372650,0,1996750,5604205,136950,340702100,309361610.7,88000,0,322903100,124850,3111050,3235900,3776350,1974000,22133750,37,108,0.3425925926
PENNYROYAL OIL (Mentha pulegium L.),MENTHA OILS,Spices & Condiments,398933127500,24049610,95436850,93050,6790650,1000,463700,0,1433650,3641180,1000,100106150,212478222,0,0,242651955,153900,1813950,1967850,1272750,1362350,15259250,27,68,0.3970588235
PEPPERMINT OIL (Mentha piperita),MENTHA OILS,Spices & Condiments,210932553770,20664015.61,150043287.9,515524.05,2231842.82,49911,2545515.675,0,1191159.145,3441547.552,80,171301126.2,186836128,49831,0,176862517,205106,2318973,2524079,1236132.4,1184058.12,13301207.66,127,224,0.5669642857
SCOTCH SPEARMINT OIL (Mentha cardiaca Ger.),MENTHA OILS,Spices & Condiments,502822000001,13139914.25,113895000,21000,3737001.105,9000,543000,0,782001.105,2366103.339,3000,121185002,137095670.6,6000,0,193440159.7,13000,915000,928000,967001.965,914001.105,10030014.55,26,226,0.1150442478
SPEARMINT OIL (Mentha spicata L.),MENTHA OILS,Spices & Condiments,309545864105,14842972.54,98447950,136050,3304143.53,47150,526450,0,887343.53,2361876.613,4850,107084602.3,141068655.3,42300,0,191343853.2,100450,985700,1086150,1113349.08,902293.53,10274890.69,32,100,0.32
MYRTLE BERRY,MYRTLE (Myrtus communis L.),Spices & Condiments,195761685000,10725040,361812000,101200,822900,53400,5219800,0,903500,2178935,17000,456125050,132039920,36400,0,151125110,900,464150,465050,1226050,822000,9475800,22,56,0.3928571429
MYRTLE LEAF,MYRTLE (Myrtus communis L.),Spices & Condiments,175820252500,14446205,207981250,69300,833750,26800,2975500,0,1139100,1970450,4900,261256550,135977921.7,21900,0,173411350,2700,854800,857500,1709800,786850,9772450,34,55,0.6181818182
OCIMUM BASILICUM VARIETIES,OCIMUM SPECIES,Spices & Condiments,425630264751,33548486.5,552980695,485125,2037130,643510,7092710,0,2513525,4803168,235830,638647045,273217493.9,407680,0,263797255,69545,472805,542350,5050930,1734830,20000705,62,191,0.3246073298
OCIMUM SANCTUM L.,OCIMUM SPECIES,Spices & Condiments,426796227625,21753536,440955480,426440,1774905,0.000001,8792370,0,1844630,2112868,0.000001,562988110,159238539.3,0,0,140258883,0.000004,18395.00001,18395.00002,3269355,926905,11624130,19,70,0.2714285714
PIMENTO BERRY,PIMENTO (ALLSPICE) (Pimenta dioica L. Merr.),Spices & Condiments,485208842500,23736350,299241950,720850,2313700,0,7828350,0,1708400,2121325,0,470460850,156149363.7,0,0,140749080,10000,142450,152450,2812750,947150,11394950,22,81,0.2716049383
PIMENTO LEAF,PIMENTO (ALLSPICE) (Pimenta dioica L. Merr.),Spices & Condiments,515416767500,21839250,223549600,725150,2213050,0,6852350,0,1498800,1605760,0,397645400,127491165.9,0,0,114115190,24700,28100,52800,2242100,775250,9312550,11,78,0.141025641
CLARY SAGE (Salvia sclarea L.),SALVIA SPECIES,Spices & Condiments,237936685000,16390045,134310950,284350,1025950,565250,1558150,0,1176200,3291475,47800.00001,147340250,200578988,517450,0,231278410,357100,604450,961550,3790100,1072900,13925050,53,182,0.2912087912
RED SAGE (Texas sage) (S. coccinea Juss. ex Murr.),SALVIA SPECIES,Spices & Condiments,183317812500,13949775,35019250,456500,987750,151500,1017250,0,880750,2916475,0,41572250,161510878,151500,0,187814900,20250,2325250,2345500,1019000,865250,11752000,24,34,0.7058823529
SAGE (Salvia officinalis L.),SALVIA SPECIES,Spices & Condiments,43909730000,7296675,174487700,141750,735600,3750,1644650,0,468950,1639645,3750,205104800,91799994.5,0,0,117368270,429550,686900,1116450,336050,563400,6608250,25,75,0.3333333333
